filename,city,state,Geography,District #,office,year,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,Estimate!!EMPLOYMENT STATUS!!Civilian labor force,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces,Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,Estimate!!INCOME AND BENEFITS!!Total households!!Mean household income (dollars),Estimate!!INCOME AND BENEFITS!!Total households!!Median household income (dollars),Estimate!!INDUSTRY!!Civilian employed population 16 years and over,"Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Agriculture, forestry, fishing and hunting, and mining",Estimate!!Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Estimate!!Race alone or in combination with one or more other races!!Total population!!Asian,Estimate!!Race alone or in combination with one or more other races!!Total population!!Black or African American,Estimate!!Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,Estimate!!RACE!!Total population,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen,Estimate!!HISPANIC OR LATINO AND RACE!!Total population,Estimate!!SEX AND AGE!!Total population,Estimate!!HOUSEHOLDS BY TYPE!!Total households
Minneapolis_11072017_Ward12CityCouncil.csv,Minneapolis,MN,city council,12,City council,2017,24941.757444471485,13557.724366397088,20105.42178418255,3.538001892639748,32.999984659004284,554.5199877933042,2201.392205,25285.885936441275,90348.13891253284,76164.80578,19395.06316144622,19.663055674279562,703.3519351,1321.919003678898,3323.1622721584113,35.186748403577155,32664.517708844967,2741.562452809199,1314.6098177336687,32664.517708844967,32664.517708844967,14851.692581214447
NewYorkCity_06222021_DEMCouncilMember12thCouncilDistrict.csv,New York ,NY,city council,12,City council,2021,120794.04854910633,29506.197987950418,83179.4933,9.812293519,38.133982054682555,2127.430757518117,52467.656549890555,5453.391222111206,80042.90623,58828.07468246391,75022.43523,280.21670290265223,2203.5727332192732,5003.142578682991,123530.15827728226,266.57400529273957,177297.26705452148,62141.46997851602,21629.954894897794,177297.26705452148,177297.26705452148,64452.550026294884
Alaska_11082022_HouseDistrict12.csv,,AK,lower state legislative,12,State house,2022,11968.437130675631,3805.172216589743,10474.813646091856,4.830797310233803,212.48918126062878,162.5576009584195,1748.0934700696814,8228.086732249623,127029.70738202013,108605.22135372637,9970.068796870228,157.06545056845445,2297.106284,4599.884461115262,1513.382922676115,592.4155343624449,17965.18402694379,3500.774259,1390.1254503580997,17965.18402694379,17965.18402694379,6020.870865
Minneapolis_11072023_CityCouncilWard12.csv,Minneapolis,MN,city council,12,City council,2023,26742.261160017195,15564.301445230614,21074.406619563695,4.359025848294816,22.999999821782776,455.2893344928293,2237.5310759395725,26571.029429081693,113765.23999047208,94580.29689534742,20156.49686,44.969764625948514,588.6676595008342,1433.606665737536,3219.3827811437245,34.377426672994034,34174.25084042245,2734.870372019383,1027.5878180216723,34174.25084042245,34174.25084042245,15896.11291817559
Minneapolis_11022021_CityCouncilWard13.csv,Minneapolis,MN,city council,13,City council,2021,24969.874900992094,19333.593643728324,20472.831254233763,3.054748780066208,21.101761770569595,510.42407895187097,1600.6973585531582,29909.790224892982,189317.5097517966,137464.24387764573,19849.064377027855,111.92960359126369,445.7295181810763,1351.7600434636017,1591.5201196929002,53.47296825646212,34980.56041452634,1664.7207509202435,648.9088069606588,34980.56041452634,34980.56041452634,14390.992104035266
Minneapolis_11062009_Ward13CityCouncil.csv,Minneapolis,MN,city council,13,City council,2009,24235.768710102464,17054.953081751126,20978.937497772935,4.705751385595737,0,514.9579417030889,1000.4667476666856,29487.610866864874,118979.92382531862,92849.36026025699,19988.64112500614,0.26779004225315894,336.73610384106877,1153.3389503392993,1365.8570227827415,21.011862249176403,33298.24317838963,2162.801058189724,997.9590603,33298.24317838963,33298.24317838963,14751.68688983432
Minneapolis_11072017_Ward13CityCouncil.csv,Minneapolis,MN,city council,13,City council,2017,24148.298023575717,17696.617437240402,20627.104377470365,3.335388664669028,24.997976530807783,619.6622581286521,1165.0373500456583,29456.69309312635,153814.0731730864,118129.01956036672,19943.829419597183,86.44443518036039,299.5527462232465,1955.0464836943675,1558.6969569846474,48.684198747662826,34163.05357810108,2305.739551665127,1031.1994704398926,34163.05357810108,34163.05357810108,13982.075200879483
NewYorkCity_06222021_DEMCouncilMember13thCouncilDistrict.csv,New York ,NY,city council,13,City council,2021,101884.50383333433,29558.91676,72853.41174605727,8.173723450233103,74.61212498317087,1663.4209655463474,69919.11480164845,36902.63685247191,92970.13657474396,70273.48830287723,66902.89051233389,68.74448505055712,2431.5773377218375,15555.05106519986,30469.24795786051,563.3383946729684,146056.84295671678,41118.56714484323,17043.27400471111,146056.84295671678,146056.84295671678,52892.30756601046
Alaska_11082022_HouseDistrict13.csv,,AK,lower state legislative,13,State house,2022,12454.390848030995,3769.1231009604853,10629.694618468286,2.4609744711328396,273.83109618130084,193.7259916625291,2498.5084902848653,8945.740714040932,104332.58969903759,92310.37107994655,10367.926403249625,142.58879945692055,2792.7289697451242,2808.7853304158148,1317.1790289735886,473.0726745116045,18019.337061568884,1943.5438828938873,721.5620214717612,18019.337061568884,18019.337061568884,7128.3534696527095
Minneapolis_11072023_CityCouncilWard13.csv,Minneapolis,MN,city council,13,City council,2023,24969.874900992094,19333.59364372832,20472.83125423377,3.0547487800662068,21.101761770569595,510.424079,1600.697358553158,29909.790224892986,189317.5097517967,137464.2438776457,19849.064377027855,111.9296035912637,445.7295181810763,1351.7600434636017,1591.5201196929002,53.47296825646212,34980.56041452634,1664.7207509202435,648.9088069606588,34980.56041452634,34980.56041452634,14390.992104035264
NewYorkCity_06222021_DEMCouncilMember14thCouncilDistrict.csv,New York ,NY,city council,14,City council,2021,105634.79708396494,16757.64508,77020.54056190028,12.287333471188235,295.9105997991865,2768.840811315015,122342.5666,4592.621838980227,55354.393429408614,38709.07196467521,67553.41996516062,102.4876935553014,4550.410530303574,3715.2585073766777,55232.62652482174,1224.8822946765854,162761.45783223328,71814.13195241251,38071.00101211071,162761.45783223328,162761.45783223328,58219.33329013692
Alaska_11082022_HouseDistrict14.csv,,AK,lower state legislative,14,State house,2022,13694.015717486507,4355.337943976644,11049.356793396248,6.232378276823461,179.00912960661805,300.52683420252345,1389.4120971240204,10064.387475555617,96190.26929633152,80168.65020699873,10358.934205093517,269.26359625852604,3387.8049719082574,2352.3013452495597,1192.0851941242834,695.3869253073182,18858.915168578096,2689.1136122575226,856.0416897911606,18858.915168578096,18858.915168578096,8092.246492303854
NewYorkCity_06222021_DEMCouncilMember15thCouncilDistrict.csv,New York ,NY,city council,15,City council,2021,105685.91323989203,15853.171537749244,77679.24586722492,13.366688286906578,151.0253094346357,2791.318229134921,112691.33749801705,9867.465476,56526.61687030533,38467.33840809389,67293.45031877955,98.29286957308338,3545.522029745735,5844.376590360094,65035.50530547847,547.3433100996297,173779.38738674746,66581.61465870199,37111.6762,173779.38738674746,173779.38738674746,61203.82395577429
NewYorkCity_06222021_REPCouncilMember15thCouncilDistrict.csv,New York ,NY,city council,15,City council,2021,105685.91323989203,15853.171537749244,77679.24586722492,13.366688286906578,151.0253094346357,2791.318229134921,112691.33749801705,9867.465476,56526.61687030533,38467.33840809389,67293.45031877955,98.29286957308338,3545.522029745735,5844.376590360094,65035.50530547847,547.3433100996297,173779.38738674746,66581.61465870199,37111.6762,173779.38738674746,173779.38738674746,61203.82395577429
Alaska_11082022_HouseDistrict15.csv,,AK,lower state legislative,15,State house,2022,8662.025474401611,3542.3137511742375,7200.822692210838,6.515337807821285,82.86604161807108,113.6201108352789,783.1744266360014,8824.67341,133165.35916026446,110545.5449207882,6733.779150821068,164.2906195489462,2274.0759400238585,1161.3646334777766,532.2339993,143.53650124761313,13302.14593504657,589.0445658651008,157.67652300731993,13302.14593504657,13302.14593504657,4835.782829004101
NewYorkCity_06222021_DEMCouncilMember16thCouncilDistrict.csv,New York ,NY,city council,16,City council,2021,105077.10339096698,14431.465443413183,71327.93068590021,14.196978891027284,34,3433.148452723848,101994.51087003209,3837.933759882757,52547.36248658823,34262.47915784031,61203.733196762885,64.86058995173421,5061.057100676888,2519.921832172724,82762.10317801306,246.29020956475674,169272.10113688777,58388.171915587365,28266.90020761383,169272.10113688777,169272.10113688777,60328.34463177248
Alaska_11082022_HouseDistrict16.csv,,AK,lower state legislative,16,State house,2022,18697.19182867512,8096.076641041657,15064.000609307353,4.707942439358865,177.1357089450838,380.4548847058026,1898.1232271353251,16601.208702735286,154985.41458013214,120674.81936018473,14355.413600461672,484.6972846246114,3434.3604139776903,4257.900840571193,1400.2402283291274,376.3151663222122,27076.223,3259.759149663984,758.5398158847814,27076.223,27076.223,9803.744794
NewYorkCity_06222021_DEMCouncilMember17thCouncilDistrict.csv,New York ,NY,city council,17,City council,2021,110851.2426579318,17091.713275872065,76688.15102397716,12.866530335972326,110.99995503362148,2998.0594043907604,116377.0109219887,3281.957057531233,53925.44583305999,33846.518682234324,66821.98268907506,64.21284241106741,3654.3588345533317,2095.444467833562,77063.61207939539,743.7386957421533,175704.10245344703,49868.038149455235,24543.730040499027,175704.10245344703,175704.10245344703,64465.10026
Alaska_11082022_HouseDistrict17.csv,,AK,lower state legislative,17,State house,2022,11606.343259749869,4151.266222146749,8057.015023,4.033872810327768,256.5998527464345,182.31777829742893,1126.146807846239,8051.258797076861,101988.0787054962,74600.40145617096,7730.951159630642,226.19988281840637,2418.5767811005053,1331.9741615765654,2269.7267863630095,517.6349958533641,15272.775098448943,1981.967382023643,1021.1594057166536,15272.775098448943,15272.775098448943,7004.894958325633
NewYorkCity_06222021_CONCouncilMember19thCouncilDistrict.csv,New York ,NY,city council,18,City council,2021,102352.22084736862,20074.60165152048,68385.98255,10.442014712690934,56.64419213129751,2288.627706366287,89892.59816553073,3732.8687453607968,67288.94986160802,47097.10620816334,61243.853665105846,54.870239660166135,3293.864506115473,19612.01193585214,55127.46569219238,477.5130687135485,156941.63107945918,52446.88881892371,24019.945593946835,156941.63107945918,156941.63107945918,57426.70444893042
NewYorkCity_06222021_DEMCouncilMember18thCouncilDistrict.csv,New York ,NY,city council,18,City council,2021,102352.22084736862,20074.60165152048,68385.98255,10.442014712690934,56.64419213129751,2288.627706366287,89892.59816553073,3732.8687453607968,67288.94986160802,47097.10620816334,61243.853665105846,54.870239660166135,3293.864506115473,19612.01193585214,55127.46569219238,477.5130687135485,156941.63107945918,52446.88881892371,24019.945593946835,156941.63107945918,156941.63107945918,57426.70444893042
Alaska_11082022_HouseDistrict18.csv,,AK,lower state legislative,18,State house,2022,8504.988725060199,2353.3253738438198,5997.621231158917,6.480197621422132,2338.685418987643,463.9221676,2442.415260328074,6612.306293,75815.99613167877,62344.3838,5608.662934694725,80.77435368303887,1678.5157333543002,1932.9091190036918,1811.6289449354135,1918.3227226249287,16051.671896624128,1875.0628228707396,869.1661628821546,16051.671896624128,16051.671896624128,5373.036234059296
NewYorkCity_06222021_DEMCouncilMember19thCouncilDistrict.csv,New York ,NY,city council,19,City council,2021,109633.46146947173,44376.08031680343,71569.85580950594,6.5617486640736296,37.20675430086432,1282.8177673876366,24861.860800325787,60973.746355193725,121891.04961865426,93164.40311,66877.60182,38.439052751649164,1270.6191456711679,56001.90084054554,3767.9804106876572,238.96817023171567,146103.54539365458,59660.048770659305,19378.543157525408,146103.54539365458,146103.54539365458,53940.27707189063
NewYorkCity_06222021_REPCouncilMember19thCouncilDistrict.csv,New York ,NY,city council,19,City council,2021,109633.46146947173,44376.08031680343,71569.85580950594,6.5617486640736296,37.20675430086432,1282.8177673876366,24861.860800325787,60973.746355193725,121891.04961865426,93164.40311,66877.60182,38.439052751649164,1270.6191456711679,56001.90084054554,3767.9804106876572,238.96817023171567,146103.54539365458,59660.048770659305,19378.543157525408,146103.54539365458,146103.54539365458,53940.27707189063
Alaska_11082022_HouseDistrict19.csv,,AK,lower state legislative,19,State house,2022,9037.087811216308,1969.2689248514212,7158.585065728002,9.638763592691722,201.68670995332667,371.78056842573625,2423.619835786687,4521.637172148121,74477.70934862692,60599.26873,6467.334642888465,143.10455221323193,2341.1524513813793,2500.393950050221,1916.0295180184978,2010.8070610660627,15005.390740527006,2740.371721,1131.8905237572649,15005.390740527006,15005.390740527006,5061.418680319951
NewYorkCity_06222021_DEMCouncilMember20thCouncilDistrict.csv,New York ,NY,city council,20,City council,2021,116723.04820886903,30770.599872162562,74731.89836818796,6.137376254640134,62.77771982983145,1205.6546294988166,22775.967158234896,16683.126603934867,82956.16279,53907.46685694613,70145.49732,16.08742303,1140.1638206156997,104166.95712754663,5052.890123462599,316.24870753623145,148196.3216210867,99642.51653749756,51352.91541775351,148196.3216210867,148196.3216210867,55178.71278537127
Alaska_11082022_HouseDistrict20.csv,,AK,lower state legislative,20,State house,2022,11491.876080864598,3861.805507819554,9510.392146234673,5.463040706147453,385.1431837538593,256.82682835389693,1534.1280422892721,7909.673741157108,104210.82733581447,78400.30459983807,8991.123114,172.70391366619882,3388.950663585937,2549.0452417589613,2224.9878325129675,970.2510509825539,17289.376697369407,1762.5061229960545,637.6930202,17289.376697369407,17289.376697369407,6705.623461720621
NewYorkCity_06222021_DEMCouncilMember21stCouncilDistrict.csv,New York ,NY,city council,21,City council,2021,110267.56867768105,17594.81741914864,85667.90228940977,5.855177363320369,22.999999999999996,1620.081112538631,118346.00674351792,7836.020621518431,86630.33359812404,67808.75252914078,80653.50991993962,137.58197626649397,4073.8666145173306,22735.139192749713,20451.53564056404,461.5872490759681,162378.88316454028,96915.99693083522,59363.362147533335,162378.88316454028,162378.88316454028,45099.86477129811
Alaska_11082022_HouseDistrict21.csv,,AK,lower state legislative,21,State house,2022,12933.501985549365,4576.917759627091,9575.47119,7.7358820059824875,123.52088954446252,295.5509012,2054.049883,9886.214709484022,108269.26180698251,91305.62803035768,8834.674718165985,107.7371544344715,3573.0344000796986,2541.694119756329,1139.653033633779,566.0648601949164,18425.669978865833,1423.694460246571,281.9065584353142,18425.669978865833,18425.669978865833,7303.862634604982
NewYorkCity_06222021_DEMCouncilMember22ndCouncilDistrict.csv,New York ,NY,city council,22,City council,2021,111414.89559651517,54931.239021526766,85280.43968870028,7.707744491317843,11.199443728774355,1303.6068383344273,38935.698934039625,68508.27480234575,120434.01883316663,88039.00506812817,78705.40800212145,76.01049455037898,2591.424336807223,24145.206817390743,11192.885289551836,317.52730152703685,142518.58623652908,53554.31526583966,21957.675319610356,142518.58623652908,142518.58623652908,59657.87597
Alaska_11082022_HouseDistrict22.csv,,AK,lower state legislative,22,State house,2022,10698.932134218387,1988.516247639307,9280.335414233017,7.416826849488527,543.1794220733576,244.4961687496264,1421.5517719076693,5624.241698690542,82099.69922590902,69194.60036138746,8590.388491099078,158.95730190478088,3175.267924523775,4201.830406,3970.6186383486306,1430.052213327381,18540.96802927034,2774.9532179374487,959.6050234727614,18540.96802927034,18540.96802927034,6386.420322417349
NewYorkCity_06222021_DEMCouncilMember23rdCouncilDistrict.csv,New York ,NY,city council,23,City council,2021,122195.76352483002,53490.641375427345,82308.69765380076,6.0218965564247116,5.979415802183095,1584.5790381203465,26548.005543577307,37790.30173204622,123727.53647793178,95902.10329110101,77349.16409904796,8.000000191963293,2134.7183029369003,75629.47197413849,20707.49459019139,267.69054789376264,162577.62583629135,76875.1618,20169.78091220799,162577.62583629135,162577.62583629135,56187.69249858139
NewYorkCity_06222021_REPCouncilMember23rdCouncilDistrict.csv,New York ,NY,city council,23,City council,2021,122195.76352483002,53490.641375427345,82308.69765380076,6.0218965564247116,5.979415802183095,1584.5790381203465,26548.005543577307,37790.30173204622,123727.53647793178,95902.10329110101,77349.16409904796,8.000000191963293,2134.7183029369003,75629.47197413849,20707.49459019139,267.69054789376264,162577.62583629135,76875.1618,20169.78091220799,162577.62583629135,162577.62583629135,56187.69249858139
Alaska_11082022_HouseDistrict23.csv,,AK,lower state legislative,23,State house,2022,11915.657163343942,6069.432612769271,7942.871169357894,3.193516990126482,2127.220225002094,409.4913500475007,1835.7076235768848,13928.370120252179,154427.5864729239,129475.14601584537,7687.857884821497,132.56745719588167,890.0454599473728,805.8441390604988,1658.2987140903315,231.35884038850227,18894.65717770689,717.1970018856251,180.55065161200818,18894.65717770689,18894.65717770689,6250.440109
NewYorkCity_06222021_DEMCouncilMember24thCouncilDistrict.csv,New York ,NY,city council,24,City council,2021,113414.79209432809,46371.19676759775,83297.23294602825,8.045805486584944,27.00017901393396,1910.6589170999357,38858.07664413396,43390.26896495936,104452.39716196456,77040.56870677829,76589.44472095642,14.999999999999998,1776.9386082265526,57906.786357120705,26399.93132336992,615.4846010783691,167211.7545,80584.55978,27855.568411537974,167211.7545,167211.7545,55581.60299388098
NewYorkCity_06222021_REPCouncilMember24thCouncilDistrict.csv,New York ,NY,city council,24,City council,2021,113414.79209432809,46371.19676759775,83297.23294602825,8.045805486584944,27.00017901393396,1910.6589170999357,38858.07664413396,43390.26896495936,104452.39716196456,77040.56870677829,76589.44472095642,14.999999999999998,1776.9386082265526,57906.786357120705,26399.93132336992,615.4846010783691,167211.7545,80584.55978,27855.568411537974,167211.7545,167211.7545,55581.60299388098
Alaska_11082022_HouseDistrict24.csv,,AK,lower state legislative,24,State house,2022,14758.883467226626,5741.9097081581185,10336.076225159906,3.6297309819956456,2240.6155821160296,420.47131545424736,2222.892077677231,16701.307302279274,128164.98654031879,104915.33118003514,9959.359738034687,178.17729178395285,1657.371839927739,1347.0328434927223,1226.8085238201932,524.5965853070285,23161.243150260787,1000.0831842762383,215.9665879939655,23161.243150260787,23161.243150260787,8079.050617408232
NewYorkCity_06222021_DEMCouncilMember25thCouncilDistrict.csv,New York ,NY,city council,25,City council,2021,115805.62321117386,38312.541032445115,86458.59191967007,6.936843987643182,0.030691830819172716,1557.3658229443827,66856.37119,18180.829508568597,92824.08758765983,69623.66137121271,80458.38886488695,147.6817199609496,2294.7215601467906,68223.90472276937,6118.268610135606,718.7592942892902,158200.8793298074,99518.81362093435,50430.94580326096,158200.8793298074,158200.8793298074,54660.86964125302
Alaska_11082022_HouseDistrict25.csv,,AK,lower state legislative,25,State house,2022,11162.181078167494,3272.204682,8073.174362163519,6.779322808619631,223.74398043367623,241.10406269919474,990.8184013159079,12936.570029290271,110041.61670265243,90791.30882468625,7524.842700704496,316.1471768651766,2083.7849783685388,453.21262467963584,557.0696704929802,241.08461308275002,17100.71138783625,438.57369932707445,128.65050170504307,17100.71138783625,17100.71138783625,6162.587448896263
NewYorkCity_06222021_DEMCouncilMember26thCouncilDistrict.csv,New York ,NY,city council,26,City council,2021,124165.69106608897,57764.950004704195,95861.46265697315,6.3683357561050435,15.129797110326573,1936.9058340284037,49687.084746867935,48570.92621313998,116298.50128333674,82485.14065621483,89751.89628304951,86.04110201701674,2070.2386583197194,53447.74597945256,12159.058281214786,208.7576093591866,162307.66685673653,76905.32189294187,43431.723451337726,162307.66685673653,162307.66685673653,69205.22863
Alaska_11082022_HouseDistrict26.csv,,AK,lower state legislative,26,State house,2022,11053.976516458224,2876.3500538768285,7913.710687269999,6.238216875847208,221.8749256240291,463.1276384507966,1036.3154043149166,13145.442309508524,120514.10458958193,102083.33020219913,7420.599663514506,338.7014698,2034.0493919569353,968.9404563302505,490.3285177,107.41874223647295,17553.062408737467,693.7192740923259,246.17392920870287,17553.062408737467,17553.062408737467,6004.752275854989
NewYorkCity_06222021_DEMCouncilMember27thCouncilDistrict.csv,New York ,NY,city council,27,City council,2021,126656.8693491116,31669.958904391235,92713.16806959089,8.103605192,16.012931748520145,1772.0697155312985,23275.98443879452,4232.336047,107861.56294137586,84724.36823299565,85200.25024087675,22.948938145326682,2354.1005991043758,21825.82158739749,126086.54705919759,930.8847433106303,179449.93577276554,78882.91686213079,22889.620468727182,179449.93577276554,179449.93577276554,53750.58838953121
Alaska_11082022_HouseDistrict27.csv,,AK,lower state legislative,27,State house,2022,11869.420336646519,2260.5776835791116,7922.577013123009,8.001226885526885,151.7239177117441,178.9657257434236,919.9357181862731,13669.401217442772,91707.37575921009,74646.43718941833,7288.941937767298,426.25042667977823,2080.3779472390456,954.2752532410994,259.28370703469864,130.63339324880852,17734.678526242427,881.4737039970792,284.1212297031294,17734.678526242427,17734.678526242427,7145.95365
NewYorkCity_06222021_DEMCouncilMember28thCouncilDistrict.csv,New York ,NY,city council,28,City council,2021,130735.42316562266,27435.95889449026,97499.24479625118,9.477192534989562,161.0049800860159,1797.6055203010708,33697.113956245405,5694.995335029887,102445.97269210193,79853.73382536888,88257.92645742829,83.42060433,4434.518228935787,47290.084145988214,82944.50951555104,1770.136267523594,185763.22410987763,92342.82904612826,31521.277806198625,185763.22410987763,185763.22410987763,53719.38648740912
Alaska_11082022_HouseDistrict28.csv,,AK,lower state legislative,28,State house,2022,10307.898243577669,2513.9393963940997,7831.429087902121,7.8096453487954385,215.30834213652022,285.5283137986971,1206.4373918093002,12887.344290932508,117952.18111100633,96899.11979534548,7219.054372651674,243.49303997205323,1830.0589871486943,670.6550422247801,260.1611464749183,471.0286225549712,16618.74380378556,637.8985219378894,266.1796092842824,16618.74380378556,16618.74380378556,5697.032657220589
NewYorkCity_06222021_DEMCouncilMember29thCouncilDistrict.csv,New York ,NY,city council,29,City council,2021,125388.99978905397,67646.59188,88585.31622242648,5.029049442211426,53.17080954749765,1915.335361,35113.36309677162,67264.06197054607,125646.68944200916,92870.48102311112,84130.09624938037,7,1902.9971962646837,52571.112343753295,11076.644932159305,372.0581496600943,165558.93220092438,77468.82403945352,26793.179642511233,165558.93220092438,165558.93220092438,68830.80153277252
Alaska_11082022_HouseDistrict29.csv,,AK,lower state legislative,29,State house,2022,13863.971767338327,3670.6154620871625,9373.017227117138,7.024929698862378,248.6188031288355,278.8075133435862,1012.9407199268384,15777.833378585208,106475.33459973217,84390.68284149477,8714.044205971091,422.3906072968243,2511.0603537427955,355.3510289,496.0501007,151.45689652960192,20406.008670793603,602.0307132466191,167.3913697647205,20406.008670793603,20406.008670793603,7488.396980513754
NewYorkCity_06222021_DEMCouncilMember30thCouncilDistrict.csv,New York ,NY,city council,30,City council,2021,121497.44569570654,37916.91318,88812.00227806404,6.125624149231022,83.07048191345349,1402.4237390642934,63539.85040937007,80303.30345889607,108151.09133759036,85545.82186490376,83373.44642560839,58.67921852902535,2274.4839057677345,20864.811247939975,6930.646578024935,226.94248483815568,170217.66074623005,67844.58734902093,28255.90603883755,170217.66074623005,170217.66074623005,59165.80714277052
Alaska_11082022_HouseDistrict30.csv,,AK,lower state legislative,30,State house,2022,16116.334429594568,3142.1493706316674,10556.40320170418,5.696228891590593,163.74138885894055,381.2863683433488,1067.1858237766137,17892.12720016523,98617.21140359882,76389.35134832363,9957.923164518947,923.3011441387483,2871.378206226809,822.446428,542.1414649966528,141.72019396074165,23277.326591050274,822.1378503080523,270.0459255690673,23277.326591050274,23277.326591050274,8121.255067519465
NewYorkCity_06222021_DEMCouncilMember31stCouncilDistrict.csv,New York ,NY,city council,31,City council,2021,106610.9692345183,29238.26418831339,76801.38450218535,7.984152864,162.9873308961397,1531.8242016556633,27633.53820284721,18905.90917576675,107514.7466661105,79852.44220109926,70668.04039848759,57.39569975493259,1701.886766498064,6543.813818651951,110515.33310425948,406.15327694836014,160283.4843347589,58878.998648493565,17468.11378689375,160283.4843347589,160283.4843347589,48784.61533
Alaska_11082022_HouseDistrict31.csv,,AK,lower state legislative,31,State house,2022,11875.430164876932,2916.5187885499513,8712.355725095971,8.327318554168246,539.8638411046254,209.75776451217402,1775.6305147129153,9348.005416,81678.76041854531,63236.66424,7987.303133719477,384.5574421122657,3661.643341211358,1131.2087630798558,1381.8733560318694,296.8172748540077,17024.04099580839,1198.4872195340845,468.60023977471764,17024.04099580839,17024.04099580839,7503.809570675752
NewYorkCity_06222021_DEMCouncilMember32ndCouncilDistrict.csv,New York ,NY,city council,32,City council,2021,105698.40239455536,31583.402447168388,75063.36184894071,7.572097836836554,65.87024192555077,1407.5782981161192,57925.29944106943,43645.34555689005,117937.84461938764,89741.91427722276,69378.63308021954,47.77407133451365,1854.5470918227197,33795.45681910337,16235.036233633211,427.2108069674899,150046.17460259586,58770.82933746297,18818.76583092798,150046.17460259586,150046.17460259586,47499.254944851906
NewYorkCity_06222021_REPCouncilMember32ndCouncilDistrict.csv,New York ,NY,city council,32,City council,2021,105698.40239455536,31583.402447168388,75063.36184894071,7.572097836836554,65.87024192555077,1407.5782981161192,57925.29944106943,43645.34555689005,117937.84461938764,89741.91427722276,69378.63308021954,47.77407133451365,1854.5470918227197,33795.45681910337,16235.036233633211,427.2108069674899,150046.17460259586,58770.82933746297,18818.76583092798,150046.17460259586,150046.17460259586,47499.254944851906
Alaska_11082022_HouseDistrict32.csv,,AK,lower state legislative,32,State house,2022,5312.846390537549,1473.2689924355836,4150.255604077425,5.579843473091096,295.5660830560705,41.700392591740794,376.64577197791715,5517.841725051275,103705.76622304377,82447.33294464272,3919.009756858166,152.06755350449058,1141.863409592311,573.2070152,616.0832621890866,139.7587147565892,8127.756193799046,533.4401494700079,134.66509222928235,8127.756193799046,8127.756193799046,3107.15337
NewYorkCity_06222021_DEMCouncilMember33rdCouncilDistrict.csv,New York ,NY,city council,33,City council,2021,134085.62580555773,84863.94944,112318.58281812539,5.972068367051352,45.81999641456274,3663.676781117355,26054.516529344757,142690.79366329362,182834.1179417316,112641.62307663469,105603.48207927766,57.13740003541191,2002.6766228875517,19673.27646389055,19230.177648201163,253.27187059194262,207061.9247,38367.15478879323,18406.576374797893,207061.9247,207061.9247,80463.79830282016
Alaska_11082022_HouseDistrict34.csv,,AK,lower state legislative,33,State house,2022,11918.104929613688,3082.1970870277823,9144.922526595046,5.583752654,994.1630812782129,348.92202577102825,1708.1840378140878,13844.569400950899,127431.74888087227,95660.55286032059,8636.048472217613,375.7422460788787,2301.0511913475666,774.6716212571916,1154.8413933658721,146.74386257502005,19170.92315565289,739.7570080007355,363.51017341392367,19170.92315565289,19170.92315565289,6598.507331748288
Alaska_11082022_HouseDistrict33.csv,,AK,lower state legislative,33,State house,2022,11918.104929613688,3082.1970870277823,9144.922526595046,5.583752654,994.1630812782129,348.92202577102825,1708.1840378140878,13844.569400950899,127431.74888087227,95660.55286032059,8636.048472217613,375.7422460788787,2301.0511913475666,774.6716212571916,1154.8413933658721,146.74386257502005,19170.92315565289,739.7570080007355,363.51017341392367,19170.92315565289,19170.92315565289,6598.507331748288
NewYorkCity_06222021_DEMCouncilMember34thCouncilDistrict.csv,New York ,NY,city council,34,City council,2021,120361.66979817911,52064.771309284195,100145.71778042977,7.102465314918241,57.79613902273243,1720.3113800702447,74055.31918718081,55514.726807260966,112873.35594052689,81790.53949,93030.43407958478,74.59522312524656,4171.547593,17157.04347374228,25816.72223910927,591.7841605557119,165380.34886504326,49060.99918429249,23771.312625268005,165380.34886504326,165380.34886504326,66489.65109752626
Alaska_11082022_HouseDistrict35.csv,,AK,lower state legislative,34,State house,2022,10718.132532471616,4091.919655419913,7666.637525930168,4.769831134501183,1361.186082954841,220.15409936080977,1292.251078886232,12470.113115376953,120826.41705878777,92311.96440914346,7302.675665133595,428.0407706640267,1463.434541348518,1072.7234984671302,690.4047139764048,188.22431709910364,17031.937601257676,781.4691375974837,456.8478386097693,17031.937601257676,17031.937601257676,5873.706769186313
